Episode,Title,Manga Chapter
857,Luffy's Counterattack - Invincible Katakuri's Weakness,884
858,Crisis Again! Gear 4 vs Muso Donuts,884 | 885
859,"The Rebellious Daughter, Chiffon - Sanji's Big Plan for Transporting the Cake",885 | 886
860,A Man's Way of Life - Bege and Luffy's Determination as Captains,886 | 887
861,The Cake Sank?! Sanji and Bege's Getaway Battle!,887 | 888
862,Sulong - Carrot's Mysterious Great Transformation,888 | 889
863,Break Through - Straw Hat Crew's Great Naval Battle!,889 | 890
864,Finally Clash - Yonko VS Straw Hat Crew,890
865,Dark King's Direct Precepts! The Battle Against Katakuri Turns Around!,890 | 891 | 894
866,"Finally He Returns - Sanji, the Man Who'll Stop the Yonko",891 | 892
867,Lurking in the Darkness - Assassin Attacks Luffy!,892 | 893
868,A Man's Resolution - Katakuri's Life Risking Great Match,893 | 894
869,Wake Up - To Cross Over the Strongest Kenbunshoku,894
870,A God Speed Fist - New Gear 4 Activation!,895
871,Finally Concluded - An Outcome of the Fierce Battle with Katakuri,896 | 902
872,A Desperate Situation - The Iron-Tight Entrapment of Luffy!,897
873,Pulling Back from the Brink - The Formidable Reinforcements Germa!,898
874,The Last Hope - The Sun Pirates Emerge,899
875,A Fascinating Taste - Sanji's Cake of Happiness,900
876,"The Man of Humanity and Justice! Jimbei, a Desperate Massive Ocean Current",901
877,Time for Farewell! Pudding’s One Last Request!,902
878,The World in Shock! The Fifth Emperor of the Sea Arrives!,903
879,To the Levely! Gathering of the Straw Hat Allies!,903
880,Sabo Goes into Action - All the Captains of the Revolutionary Army Appear!,904
881,The Next Move - New Obsessive Fleet Admiral Sakazuki,905
882,The Summit War - Pirate King's Inherited Will,905
883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,905
884,I Want to See Them - Vivi and Rebecca's Feelings,906
885,Darkness of the Holy Land - The Mysterious Giant Straw Hat,864 | 865 | 866 | 868 | 870 | 871 | 888 | 903 | 904 | 906
886,The Uproarious Holy Land - Princess Shirahoshi is being targeted!,907
887,On the Verge - The Two Yonko Targeting Luffy,907
888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,908
889,"Finally, It Starts - The Conspiracy-filled Levely!",908
890,Marco! The Keeper of Whitebeard's Last Memento,909
891,Climbing Up a Waterfall! A Great Journey Through the Land of Wano's Sea Zone!,910
892,Wano Country! To the Land of Samurai where Cherry Blossoms Flutter,909 | 910
893,Otama Appears! Luffy vs. Kaido's Army!,910 | 911
894,He’ll Come! The Legend of Ace in the Land of Wano,911 | 912
895,Special Edition! - The Strongest Bounty Hunter Cider,Filler
896,Special Editon! - Luffy Vs Carbonic Acid King,Filler
897,"Save O-Tama! Straw Hat, Bounding through the Wasteland!",912
898,Headliner! The Magician Basil Hawkins Enters the Scene!,913
899,Confirmed Defeat! The Assault of the Strawman!,913 | 915
900,The Greatest Day! O-Tama’s First Oshiruko!,914
901,Entering Enemy Territory! The Protagonists Spread into the Town of Bakura!,914 | 915
902,The Yokozuna Appears - The Invincible Urashima Goes After O-Kiku!,915 | 916
903,Sumo Battle - Straw Hat VS The Strongest Yokozuna!,916
904,Luffy's Intense Anger! Save O-Tama from the Crisis!,916 | 917
905,Fighting for Otama! Fight against Holdem!,917
906,Strike - The Magician and the Surgeon of Death!,918
907,20th Anniversary! - Special Romance Dawn,Filler
908,Arrival of the Treasure Ship - Luffy-tarou Returns the Favor!,918 | 919
909,A Mysterious Gravestone - Reunion at the Oden Castle Ruins!,919
910,The Legendary Samurai - A Man that Roger Favoured!,920
911,Defeat the Emperor - The Secret Raid Plan Starts,920 | 921
912,"The Strongest Man - Pillar of the Bandits, Shutenmaru!",921 | 922
913,Everyone's Annihilated - Kaido's Bolo Breath of Rage!,922
914,Finally Clashing - The Ferocious Luffy vs. Kaido,922 | 923
915,"Destructive! One Shot, One Kill - Thunder Bagua!",923 | 924
916,Life in Hell! Luffy's Place of Humiliation,924
917,The Holy Land in Tumult - The Yonko Blackbeard Laughts Boldly,925
918,Start of the Action - The Great Plan to Overthrow Kaido,925 | 926
919,Great Riot! Prisoner Luffy and Kid!,926
920,Great Reputation! Sanji's Specialty Soba!,927 | 928
921,"Magnificent - The Most Beautiful Woman of Wano, Komurasaki",927 | 928
922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,928 | 929
923,A State of Emergency - Big Mom Closes in!,928 | 929 | 930
924,The Capital in an Uproar! Another Assassin Targets Sanji!,930
925,Great Success - Justice of O-Soba Mask!,931
926,Desperate Situation - The Threatful Orochi Oniwabanshu,931 | 932
927,A State of Chaos - Fearsome Snake Shogun Orochi,932 | 933
928,The Flower Falls! The Final Moment of the Most Beautiful Woman in Wano Country,933
929,Conciliation of Prisoners - Luffy and Grandpa Hyo!,934
930,All-Star! Queen the Plague Appears!,934 | 935
931,Climb - Luffy's Fleeing Play!,935 | 936
932,Dead or Alive - Queen's Sumo Inferno,936
933,Gyukimaru! Zoro Fights a Duel on Oihagi Bridge,937
934,Great Reversal - Santoryu Beyond the Deadline !,937 | 938
935,Amazement of Zoro - True Identity of the Mysterious Beauty,938 | 939
936,"Approach - Ryuo, the Haki of Wano Country",939 | 940
937,A Lame Yasu - The Star of Ebisu Town,940
938,Meet Easily - Identity of Ushimitsu Kozo,941
939,Malediction - Departure in Song of Tonoyasu,941 | 942
940,Cruelty - The Reality of SMILE Devil Fruit!,942 | 943
941,Toko's Tears - Orochi's Painful Bullets!,943
942,The Straw Hats Intrudes! Uproar! A Fierce Battle at the Execution Room,944
943,Luffy’s Determination - Breakthrough the Grand Sumo's Hell!,944 | 945
944,The Coming of the Storm! Big Mom's Great Rampage!,945
945,A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation,946
946,Stop the Emperor of the Sea! Queen's Secret Plan!,947
947,Brutal Ammunition! The Plague Rounds Aim at Luffy!,947 | 948
948,Start Fighting Back! Luffy and the Red Scabbard Samurai!,948 | 949
949,We're Here to Win! Luffy's Desperate Scream!,949
950,The Warriors' Dreams - Takeover of Udon,950
951,Orochi's Pursuers! Ninja Army Corps vs. Zoro,950 | 951
952,Tensions on Onigashima! Encounter?! The Two Emperors,951 | 952
953,Hiyori's Confession! Reunion on Oihagi Bridge,952 | 953
954,	Its Name is Enma! Oden's Meito!,953
955,A New Alliance?! Kaido's Army Great Assemble,954
956,Decisive Battle Draws Near! The Straw Hat Crew Ready for Battle,955
957,Big News! The Warlords Attack Incident,956
958,The Legendary Battle! Garp and Roger,957
959,The Promised Port! Wano Country Arc Act 3 Opening,958 | 959
960,The Best Samurai in Wano Country! Kozuki Oden Appears,959 | 960
961,Tearful Apprentice - Oden and Kin'emon,961 | 962
962,Moving Fate Drift Ashore! Whitebeard Pirates!,962 | 963
963,Oden's Determination! Whitebeard's Trials!,963 | 964
964,Whitebeard's Little Brother! Oden's Great Adventure!,964 | 965
965,Blades Crossed! Roger and Whitebeard!,965 | 966
966,Roger's Wish! A New Adventure Begins!,966
967,The Bet of a Lifetime! Roger's Adventure,966 | 967
968,	The Pirate King is Born - Arriving at the Last Island!,967
969,To the Land of Wano! The Roger Pirates Disband!,968
970,Sad News - The Opening of the Great Pirate Era,968 | 969
971,Raid! Oden and the Nine Red Scabbards,969 | 970
972,The Moment of Conclusion! Oden vs. Kaido!,970 | 971
973,Sentenced to Boil - Oden's Deadly Hour,971
974,"I'm Oden, and I Was Born to Boil",972
975,The Burning Castle! The Fate of the Kozuki Clan!,972 | 973
976,Back to the Present! Beyond 20 Years,973 | 974
977,Pirates at Sea! Raid! Onward to Onigashima,974
978,The Worst Generation Charges in! The Battle of the Stormy Sea,975
979,Strong Luck!? Leader Kin'emon's Plan,975 | 976
980,Promise of Tears! The Kidnapped Momonosuke,976
981,A New Companion! Knight of the Sea Jinbe!,977
982,Kaido's Trump Card - Introducing the Tobi Roppo,977 | 978
983,The Seriousness of the Samurai! The Crew Lands on Onigashima,977 | 978
984,Luffy Goes Out of Control?! Sneaking into Kaido's Banquet,979
985,Feelings Toward O-tama - Luffy's Furious Blow,979 | 980
986,Fighting Music! The Ability to Attack Luffy!,980
987,The Failing Dream? The Plot to Lure Sanji!,981
988,Arrival of Reinforcements! Captain of the Whitebeard Pirates!,981 | 982
989,Oath of Man! Fierce Battle of the Brachiotank,982
990,Thunder Bagua! The Appearance of Kaido's Son,983
991,Enemy or Ally? Luffy and Yamato!,983 | 984
992,I Want to Become Oden - Yamato's Desire,984
993,Explosive?! The Handcuffs that Shackle Yamato's Freedom!,985
994,The Scabbards Face-off - Kikunojo vs. Kanjuro,985 | 986
995,Raid! Inheriting the Will of Oden,986
996,Onigashima in Tumult- Luffy's All-Out War Begins,987
997,"Moonlight Battle - Berserker ""Sulong""",987 | 988
998,The Rebellion of Zeus?! Nami's Desperate Situation!,988
999,I'll Protect You - Chance Encounter Yamato and Momonosuke,989
1000,Overwhelming Strength! The Straw Hat Pirates Gather,989 | 990
1001,	A Dangerous Invitation! Plan to Eradicate Queen,990
1002,A New Connection! Nami and Ulti!,991
1003,"A Heroic Blade! The Red Scabbards vs. Kaido, Again Once More",991 | 992
1004,An Inherited Technique - Unleashing Oden's Secret Swordplay,992
1005,The Power of Ice Oni! A New Version of the Excite Bullets,993
1006,I Won't Forgive You! Chopper's Determination!,993 | 994
1007,Zoro's Pursuit! Ice Oni Tag,994
1008,Nami's Surrender?! Ulti's Wild Headbutt,995
1009,Sasaki's Onslaught - Armored Division vs. Yamato,995 | 996
1010,Eliminate the Ice Oni - Chopper's Fire Trick!,996 | 997
1011,It's Not Okay!! The Spider That Lures Sanji,997
1012,A Comeback Move! Marco The Phoenix's Flame,998
1013,Yamato's Past – The Man Aiming for an Emperor's Head,998 | 999
1014,Marco's Tears! The Bond of the Whitebeard Pirates,999 | 1000
1015,Straw Hat Luffy - The Man Who Will Become the Pirate King,1000
1016,The Battle of the Monsters! The Three Stubborn Captains,1001
1017,A Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!,1001 | 1002
1018,	Kaido Laughs! Four Emperors vs. New Generation!,1003
1019,Otama's Secret Plan! Great Operation Kibi Dango,1004
1020,Sanji's Scream! An SOS Echoes Over the Island,1004 | 1005
1021,Spank Strikes! Sanji's Woman-trouble!,1005 | 1006
1022,No Regrets - The Student and Teacher Bond Between Luffy and the Boss,1006
1023,Preparations OK! Chopperphage Nebulizer,1007
1024,Oden Appears! The Confused Hearts of the Red Scabbards!,1007 | 1008
1025,Annihilation of the Worst Generation!? The Powerful Techniques of the Four Emperors!,1008 | 1009
1026,The Supernovas Counterattack! The Four Emperors's Disassembly Operation,1009
1027,Protect Luffy! Zoro and Law's Sword Technique,1010
1028,	Beyond the Four Emperors - Luffy's Iron Fist Counterattack,1010 | 1011
